borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_datetime,hour,day_of_week,month,location_string,all_factors,vehicle_types
QUEENS,11418,40.695156,-73.845406,"(40.695156, -73.845406)",JAMAICA AVENUE,102 STREET,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4521858,Ambulance,Station Wagon/Sport Utility Vehicle,,,,2022-04-24 21:40:00,21,Sunday,4,JAMAICA AVENUE_102 STREET,"['Reaction to Uninvolved Vehicle', 'Unspecified']","['Ambulance', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10017,40.748158,-73.97033,"(40.748158, -73.97033)",1 AVENUE,EAST 41 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4522242,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022-04-07 14:14:00,14,Thursday,4,1 AVENUE_EAST 41 STREET,"['Driver Inattention/Distraction', 'Passing or Lane Usage Improper']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
,,40.609535,-73.75372,"(40.609535, -73.75372)",BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4456672,Station Wagon/Sport Utility Vehicle,E-Bike,,,,2021-06-29 17:35:00,17,Tuesday,6,BEACH CHANNEL DRIVE,"['Passing or Lane Usage Improper', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'E-Bike']"
BROOKLYN,11223,40.59207,-73.96299,"(40.59207, -73.96299)",EAST 7 STREET,CRAWFORD AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485150,Bike,,,,,2021-12-09 20:20:00,20,Thursday,12,EAST 7 STREET_CRAWFORD AVENUE,"['Driver Inattention/Distraction', 'Unspecified']",['Bike']
,,40.850018,-73.9107,"(40.850018, -73.9107)",WEST 177 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4485116,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-09 14:50:00,14,Thursday,12,WEST 177 STREET,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Sedan']"
QUEENS,11422,40.653023,-73.73895,"(40.653023, -73.73895)",149 AVENUE,HUXLEY STREET,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4485026,Sedan,,,,,2021-12-09 02:45:00,2,Thursday,12,149 AVENUE_HUXLEY STREET,['Alcohol Involvement'],['Sedan']
,,40.62573,-73.9564,"(40.62573, -73.9564)",AVENUE J,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4485528,Sedan,,,,,2021-12-06 22:16:00,22,Monday,12,AVENUE J,"['Unsafe Speed', 'Unspecified']",['Sedan']
BROOKLYN,11213,40.665375,-73.934235,"(40.665375, -73.934235)",CROWN STREET,SCHENECTADY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4485333,Sedan,Ambulance,,,,2021-12-04 12:00:00,12,Saturday,12,CROWN STREET_SCHENECTADY AVENUE,['Driver Inattention/Distraction'],"['Sedan', 'Ambulance']"
MANHATTAN,10128,40.776237,-73.943825,"(40.776237, -73.943825)",EAST END AVENUE,EAST 88 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4485234,Taxi,Station Wagon/Sport Utility Vehicle,,,,2021-12-08 16:20:00,16,Wednesday,12,EAST END AVENUE_EAST 88 STREET,"['Failure to Yield Right-of-Way', 'Unspecified']","['Taxi', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11218,40.640835,-73.98967,"(40.640835, -73.98967)",12 AVENUE,41 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4485355,Sedan,Bike,,,,2021-12-09 23:15:00,23,Thursday,12,12 AVENUE_41 STREET,['Driver Inattention/Distraction'],"['Sedan', 'Bike']"
QUEENS,11692,40.593636,-73.797264,"(40.593636, -73.797264)",,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4485581,Sedan,Pick-up Truck,,,,2021-12-01 14:34:00,14,Wednesday,12,437       BEACH 68 STREET,"['Unsafe Speed', 'Unspecified']","['Sedan', 'Pick-up Truck']"
QUEENS,11420,40.674263,-73.80453,"(40.674263, -73.80453)",,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4485866,Sedan,,,,,2021-12-10 07:00:00,7,Friday,12,122-42    134 STREET,"['Passing or Lane Usage Improper', 'Unspecified']",['Sedan']
,,40.70476,-73.96491,"(40.70476, -73.96491)",TAYLOR STREET,,0,0,0,0,0,0,0,0,Steering Failure,,,,,4485192,Station Wagon/Sport Utility Vehicle,,,,,2021-12-07 09:20:00,9,Tuesday,12,TAYLOR STREET,['Steering Failure'],['Station Wagon/Sport Utility Vehicle']
,,40.569626,-74.190735,"(40.569626, -74.190735)",WEST SHORE EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4485214,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-12-09 08:00:00,8,Thursday,12,WEST SHORE EXPRESSWAY,"['Following Too Closely', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11205,40.698463,-73.960205,"(40.698463, -73.960205)",FLUSHING AVENUE,KENT AVENUE,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4485437,,,,,,2021-12-07 17:08:00,17,Tuesday,12,FLUSHING AVENUE_KENT AVENUE,"['Following Too Closely', 'Unspecified']",[]
BROOKLYN,11212,40.658413,-73.9171,"(40.658413, -73.9171)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4485408,Sedan,,,,,2021-12-05 08:20:00,8,Sunday,12,393       ROCKAWAY PARKWAY,['Unspecified'],['Sedan']
MANHATTAN,10022,40.76175,-73.96899,"(40.76175, -73.96899)",,,1,0,0,0,1,0,0,0,Following Too Closely,Reaction to Uninvolved Vehicle,,,,4484852,Station Wagon/Sport Utility Vehicle,Bike,,,,2021-12-08 19:30:00,19,Wednesday,12,127       EAST 58 STREET,"['Following Too Closely', 'Reaction to Uninvolved Vehicle']","['Station Wagon/Sport Utility Vehicle', 'Bike']"
MANHATTAN,10011,40.736614,-73.9951,"(40.736614, -73.9951)",,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4485542,Box Truck,Bike,,,,2021-12-08 12:00:00,12,Wednesday,12,44        WEST 14 STREET,"['Passing or Lane Usage Improper', 'Unspecified']","['Box Truck', 'Bike']"
,,,,,FLATBUSH AVENUE,GRAND ARMY PLAZA,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4485170,Garbage or Refuse,Sedan,,,,2021-12-10 08:06:00,8,Friday,12,FLATBUSH AVENUE_GRAND ARMY PLAZA,"['Unsafe Lane Changing', 'Unspecified']","['Garbage or Refuse', 'Sedan']"
,,,,,OCEAN PARKWAY,,4,0,0,0,0,0,4,0,Unsafe Speed,Unspecified,,,,4485523,Taxi,Station Wagon/Sport Utility Vehicle,,,,2021-12-08 19:30:00,19,Wednesday,12,OCEAN PARKWAY,"['Unsafe Speed', 'Unspecified']","['Taxi', 'Station Wagon/Sport Utility Vehicle']"
STATEN ISLAND,10314,40.62121,-74.12385,"(40.62121, -74.12385)",,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4484906,Sedan,,,,,2021-12-08 22:37:00,22,Wednesday,12,288       MANOR ROAD,['Pavement Slippery'],['Sedan']
,,40.873737,-73.90593,"(40.873737, -73.90593)",MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4485036,Sedan,,,,,2021-12-08 17:56:00,17,Wednesday,12,MAJOR DEEGAN EXPRESSWAY,['Unspecified'],['Sedan']
,,40.66718,-73.95076,"(40.66718, -73.95076)",CARROLL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485772,Sedan,Sedan,,,,2021-12-07 07:50:00,7,Tuesday,12,CARROLL STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Sedan']"
QUEENS,11101,40.754295,-73.93946,"(40.754295, -73.93946)",23 STREET,40 AVENUE,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4485565,Sedan,,,,,2021-12-08 00:44:00,0,Wednesday,12,23 STREET_40 AVENUE,['View Obstructed/Limited'],['Sedan']
,,40.588116,-73.97261,"(40.588116, -73.97261)",AVENUE Y,,0,0,0,0,0,0,0,0,Passing Too Closely,,,,,4484836,Sedan,,,,,2021-12-08 15:00:00,15,Wednesday,12,AVENUE Y,['Passing Too Closely'],['Sedan']
BRONX,10461,40.854935,-73.85822,"(40.854935, -73.85822)",,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4485340,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-10 11:00:00,11,Friday,12,2123      LURTING AVENUE,"['Oversized Vehicle', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,40.662575,-73.93448,"(40.662575, -73.93448)",SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4485706,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-10 01:10:00,1,Friday,12,SCHENECTADY AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.7448,-73.953415,"(40.7448, -73.953415)",47 ROAD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4485384,Sedan,,,,,2021-12-09 00:00:00,0,Thursday,12,47 ROAD,['Unspecified'],['Sedan']
,,40.79672,-73.97618,"(40.79672, -73.97618)",HENRY HUDSON PARKWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4484799,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-12-08 18:36:00,18,Wednesday,12,HENRY HUDSON PARKWAY,"['Passing or Lane Usage Improper', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11004,40.752777,-73.70743,"(40.752777, -73.70743)",,,0,0,0,0,0,0,0,0,Illnes,,,,,4485077,Sedan,,,,,2021-12-09 20:30:00,20,Thursday,12,269-01    76 AVENUE,['Illnes'],['Sedan']
BROOKLYN,11203,40.638523,-73.92607,"(40.638523, -73.92607)",KINGS HIGHWAY,FARRAGUT ROAD,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4485090,Sedan,Sedan,,,,2021-12-09 10:13:00,10,Thursday,12,KINGS HIGHWAY_FARRAGUT ROAD,['Traffic Control Disregarded'],"['Sedan', 'Sedan']"
STATEN ISLAND,10301,40.637833,-74.08193,"(40.637833, -74.08193)",CORSON AVENUE,WESTERVELT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513697,Sedan,Sedan,,,,2022-03-26 14:00:00,14,Saturday,3,CORSON AVENUE_WESTERVELT AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Sedan']"
MANHATTAN,10025,40.797836,-73.96946,"(40.797836, -73.96946)",WEST 101 STREET,BROADWAY,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4513935,Sedan,Moped,,,,2022-03-26 01:02:00,1,Saturday,3,WEST 101 STREET_BROADWAY,"['Traffic Control Disregarded', 'Unspecified']","['Sedan', 'Moped']"
QUEENS,11373,40.734375,-73.87342,"(40.734375, -73.87342)",QUEENS BOULEVARD,57 AVENUE,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4513794,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-03-26 16:02:00,16,Saturday,3,QUEENS BOULEVARD_57 AVENUE,"['Lost Consciousness', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
QUEENS,11411,40.699947,-73.736626,"(40.699947, -73.736626)",115 AVENUE,221 STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4514267,Station Wagon/Sport Utility Vehicle,Bus,,,,2022-03-26 16:05:00,16,Saturday,3,115 AVENUE_221 STREET,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Bus']"
MANHATTAN,10018,40.75632,-73.999275,"(40.75632, -73.999275)",,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4514237,Motorcycle,Sedan,,,,2022-03-21 12:05:00,12,Monday,3,515       WEST 36 STREET,"['Following Too Closely', 'Unspecified']","['Motorcycle', 'Sedan']"
QUEENS,11418,40.69614,-73.81789,"(40.69614, -73.81789)",131 STREET,ATLANTIC AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4513470,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 05:13:00,5,Saturday,3,131 STREET_ATLANTIC AVENUE,"['Failure to Yield Right-of-Way', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11234,40.631687,-73.9205,"(40.631687, -73.9205)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513751,Sedan,,,,,2022-03-26 17:42:00,17,Saturday,3,935       EAST 58 STREET,"['Driver Inattention/Distraction', 'Unspecified']",['Sedan']
BRONX,10466,40.88839,-73.84666,"(40.88839, -73.84666)",LACONIA AVENUE,EAST 231 STREET,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4514075,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 12:18:00,12,Saturday,3,LACONIA AVENUE_EAST 231 STREET,"['Failure to Yield Right-of-Way', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BRONX,10462,40.844425,-73.8639,"(40.844425, -73.8639)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4513857,Station Wagon/Sport Utility Vehicle,,,,,2022-03-26 20:10:00,20,Saturday,3,1706      HOLLAND AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
BRONX,10472,40.833965,-73.8629,"(40.833965, -73.8629)",WHITE PLAINS ROAD,CROSS BRONX EXPRESSWAY,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,4514202,Station Wagon/Sport Utility Vehicle,,,,,2022-03-26 15:45:00,15,Saturday,3,WHITE PLAINS ROAD_CROSS BRONX EXPRESSWAY,"['Alcohol Involvement', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
BROOKLYN,11206,40.705738,-73.944695,"(40.705738, -73.944695)",MANHATTAN AVENUE,BOERUM STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4514347,Sedan,,,,,2022-03-26 17:55:00,17,Saturday,3,MANHATTAN AVENUE_BOERUM STREET,"['Driver Inattention/Distraction', 'Unspecified']",['Sedan']
BROOKLYN,11236,40.637905,-73.8878,"(40.637905, -73.8878)",AVENUE N,EAST 102 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4513495,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 00:50:00,0,Saturday,3,AVENUE N_EAST 102 STREET,"['Unsafe Speed', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11210,40.635063,-73.94788,"(40.635063, -73.94788)",,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4513874,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,2022-03-26 14:05:00,14,Saturday,3,2067      NOSTRAND AVENUE,"['Unsafe Speed', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Motorcycle']"
,,40.804153,-73.91304,"(40.804153, -73.91304)",BRUCKNER BOULEVARD,EAST 137 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4514263,Sedan,,,,,2022-03-26 09:30:00,9,Saturday,3,BRUCKNER BOULEVARD_EAST 137 STREET,['Unspecified'],['Sedan']
BROOKLYN,11238,40.676403,-73.96287,"(40.676403, -73.96287)",PROSPECT PLACE,GRAND AVENUE,4,0,0,0,0,0,4,0,Other Vehicular,Following Too Closely,Unspecified,,,4514323,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,2022-03-10 08:30:00,8,Thursday,3,PROSPECT PLACE_GRAND AVENUE,"['Other Vehicular', 'Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle', 'Sedan']"
BRONX,10472,40.829777,-73.85055,"(40.829777, -73.85055)",WATSON AVENUE,CASTLE HILL AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4514182,Sedan,,,,,2022-03-24 23:00:00,23,Thursday,3,WATSON AVENUE_CASTLE HILL AVENUE,['Unspecified'],['Sedan']
BROOKLYN,11209,40.613926,-74.030174,"(40.613926, -74.030174)",FORT HAMILTON PARKWAY,97 STREET,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,4513515,Station Wagon/Sport Utility Vehicle,Taxi,Sedan,,,2022-03-26 07:36:00,7,Saturday,3,FORT HAMILTON PARKWAY_97 STREET,"['Brakes Defective', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Taxi', 'Sedan']"
BROOKLYN,11236,40.635563,-73.89577,"(40.635563, -73.89577)",EAST 94 STREET,AVENUE M,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4513663,Station Wagon/Sport Utility Vehicle,,,,,2022-03-26 11:50:00,11,Saturday,3,EAST 94 STREET_AVENUE M,['Failure to Yield Right-of-Way'],['Station Wagon/Sport Utility Vehicle']
QUEENS,11420,40.675167,-73.825264,"(40.675167, -73.825264)",114 STREET,SUTTER AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4513953,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-03-26 17:42:00,17,Saturday,3,114 STREET_SUTTER AVENUE,"['Passing Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
MANHATTAN,10065,40.761486,-73.96061,"(40.761486, -73.96061)",EAST 62 STREET,1 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4513985,Sedan,Sedan,,,,2022-03-26 01:45:00,1,Saturday,3,EAST 62 STREET_1 AVENUE,['Driver Inattention/Distraction'],"['Sedan', 'Sedan']"
BROOKLYN,11249,40.712284,-73.964005,"(40.712284, -73.964005)",,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4514084,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 17:00:00,17,Saturday,3,98        SOUTH 4 STREET,"['Passing or Lane Usage Improper', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11432,40.70546,-73.7949,"(40.70546, -73.7949)",JAMAICA AVENUE,165 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,,,,4514144,E-Scooter,Sedan,,,,2022-02-25 11:48:00,11,Friday,2,JAMAICA AVENUE_165 STREET,['Following Too Closely'],"['E-Scooter', 'Sedan']"
,,40.74967,-73.99531,"(40.74967, -73.99531)",WEST 30 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4513606,Sedan,,,,,2022-03-26 22:51:00,22,Saturday,3,WEST 30 STREET,['Failure to Yield Right-of-Way'],['Sedan']
MANHATTAN,10032,40.833786,-73.94037,"(40.833786, -73.94037)",SAINT NICHOLAS AVENUE,WEST 159 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513564,Box Truck,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 08:21:00,8,Saturday,3,SAINT NICHOLAS AVENUE_WEST 159 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Box Truck', 'Station Wagon/Sport Utility Vehicle']"
,,40.67794,-73.8023,"(40.67794, -73.8023)",139 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4514412,Sedan,Station Wagon/Sport Utility Vehicle,,,,2022-03-17 08:00:00,8,Thursday,3,139 STREET,"['Traffic Control Disregarded', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11220,40.637985,-74.0076,"(40.637985, -74.0076)",,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4513587,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 10:30:00,10,Saturday,3,736       56 STREET,"['Backing Unsafely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,,,,JACKIE ROBINSON EXPY,JAMAICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487185,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-16 09:23:00,9,Thursday,12,JACKIE ROBINSON EXPY_JAMAICA AVENUE,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Sedan']"
MANHATTAN,10032,40.835037,-73.93979,"(40.835037, -73.93979)",,,1,0,1,0,0,0,0,0,,,,,,4513565,,,,,,2022-03-26 13:48:00,13,Saturday,3,1016      SAINT NICHOLAS AVENUE,[],[]
,,40.9046,-73.852936,"(40.9046, -73.852936)",EAST 241 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4514286,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,2022-03-25 09:56:00,9,Friday,3,EAST 241 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan', 'Sedan']"
QUEENS,11104,40.742508,-73.91788,"(40.742508, -73.91788)",47 STREET,GREENPOINT AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4513637,Sedan,Sedan,,,,2022-03-26 23:45:00,23,Saturday,3,47 STREET_GREENPOINT AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Sedan']"
,,,,,GOWANUS RAMP,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4513528,UTILITY,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 01:26:00,1,Saturday,3,GOWANUS RAMP,"['Unsafe Speed', 'Unspecified']","['UTILITY', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11238,,,,GRAND AVENUE,GREENE AVENUE,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4514139,Sedan,,,,,2022-03-22 09:07:00,9,Tuesday,3,GRAND AVENUE_GREENE AVENUE,['Aggressive Driving/Road Rage'],['Sedan']
BROOKLYN,11207,40.67046,-73.88788,"(40.67046, -73.88788)",SUTTER AVENUE,SCHENCK AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4513833,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,2022-03-26 16:00:00,16,Saturday,3,SUTTER AVENUE_SCHENCK AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Sedan', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10002,40.72224,-73.9863,"(40.72224, -73.9863)",ESSEX STREET,EAST HOUSTON STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4513887,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-03-26 23:17:00,23,Saturday,3,ESSEX STREET_EAST HOUSTON STREET,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.67639,-73.97189,"(40.67639, -73.97189)",FLATBUSH AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4514160,Sedan,Motorcycle,,,,2022-03-23 09:00:00,9,Wednesday,3,FLATBUSH AVENUE,"['Traffic Control Disregarded', 'Unspecified']","['Sedan', 'Motorcycle']"
,,40.88893,-73.86579,"(40.88893, -73.86579)",BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4514002,Sedan,Sedan,,,,2022-03-26 05:00:00,5,Saturday,3,BRONX RIVER PARKWAY,"['Following Too Closely', 'Unspecified']","['Sedan', 'Sedan']"
,,40.80118,-73.93975,"(40.80118, -73.93975)",EAST 120 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4514152,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2022-03-25 06:15:00,6,Friday,3,EAST 120 STREET,"['Traffic Control Disregarded', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
,,40.757668,-73.95915,"(40.757668, -73.95915)",FDR DRIVE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4513626,Taxi,Sedan,,,,2022-03-26 21:50:00,21,Saturday,3,FDR DRIVE,['Driver Inattention/Distraction'],"['Taxi', 'Sedan']"
BROOKLYN,11225,40.668896,-73.95339,"(40.668896, -73.95339)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4513774,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2022-03-26 21:25:00,21,Saturday,3,200       ROGERS AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11218,40.63654,-73.97707,"(40.63654, -73.97707)",,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,4514376,Sedan,Sedan,Sedan,Sedan,,2022-03-25 18:13:00,18,Friday,3,604       EAST 2 STREET,['Unspecified'],"['Sedan', 'Sedan', 'Sedan', 'Sedan']"
BRONX,10456,40.831055,-73.905846,"(40.831055, -73.905846)",EAST 168 STREET,3 AVENUE,1,0,1,0,0,0,0,0,Unspecified,,,,,4513982,Sedan,,,,,2022-03-26 20:10:00,20,Saturday,3,EAST 168 STREET_3 AVENUE,['Unspecified'],['Sedan']
,,40.85868,-73.89922,"(40.85868, -73.89922)",GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4514220,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,2022-03-25 12:55:00,12,Friday,3,GRAND CONCOURSE,"['Passing Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Pick-up Truck']"
,,40.62466,-74.17856,"(40.62466, -74.17856)",GULF AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4514413,Station Wagon/Sport Utility Vehicle,Sedan,,,,2022-03-23 11:00:00,11,Wednesday,3,GULF AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
